id,full_name,mail,tel,date_naissance,adresse,numero_contrat,type_contrat,annee_inscription,prime_annuelle,profession,situation_familiale,kpi_score,sentiment
4977,Hajer Fehri,client4977@mail.tn,+21668653484,1984-12-15,"155 Rue 41, Mateur",STAR-004977,VOYAGE,2024,416.19,INFORMATICIEN,CELIBATAIRE,25,NEGATIF
4978,Nadia Boughanmi,client4978@mail.tn,+21668100127,1990-03-11,"24 Rue 21, Monastir",STAR-004978,SANTE,2014,2190.09,ENSEIGNANT,MARIE,89,POSITIF
4979,Radhia Laabidi,client4979@mail.tn,+21698802993,1969-02-07,"73 Rue 46, La Marsa",STAR-004979,VIE,2000,4320.07,COMMERCANT,CELIBATAIRE,100,POSITIF
4980,Samir Bouaziz,client4980@mail.tn,+21695187458,1968-05-12,"18 Rue 7, Ariana",STAR-004980,VOYAGE,2012,533.46,INFORMATICIEN,VEUF,51,NEUTRE
4981,Aymen Khalsi,client4981@mail.tn,+21668690702,1985-04-20,"70 Rue 32, Bizerte",STAR-004981,HABITATION,2013,4266.65,ETUDIANT,MARIE,87,POSITIF
4982,Salma Mansour,client4982@mail.tn,+21666183042,1996-05-21,"68 Rue 3, Sfax",STAR-004982,VOYAGE,2011,364.15,INFORMATICIEN,VEUF,51,NEUTRE
4983,Zied Elloumi,client4983@mail.tn,+21693263005,1978-02-27,"93 Rue 9, Monastir",STAR-004983,AUTO,2008,1870.14,ETUDIANT,DIVORCE,66,NEUTRE
4984,Asma Bouaziz,client4984@mail.tn,+21694710986,1972-12-22,"111 Rue 18, Ben Arous",STAR-004984,RC,2014,427.9,CHAUFFEUR,MARIE,34,NEGATIF
4985,Wissem Laabidi,client4985@mail.tn,+21663733085,1965-07-20,"182 Rue 40, Hammam-Lif",STAR-004985,RC,2008,528.08,INFORMATICIEN,CELIBATAIRE,53,NEUTRE
4986,Fares Hamdi,client4986@mail.tn,+21664969102,1993-01-12,"107 Rue 49, Zaghouan",STAR-004986,VOYAGE,2015,593.02,ETUDIANT,MARIE,45,NEUTRE
4987,Khaled Saidi,client4987@mail.tn,+21698590969,1996-07-21,"101 Rue 17, Monastir",STAR-004987,AUTO,2011,439.84,COMMERCANT,CELIBATAIRE,43,NEUTRE
4988,Nour Mrabet,client4988@mail.tn,+21667810404,1988-02-22,"200 Rue 27, Mateur",STAR-004988,AUTO,2017,1594.49,RETRAITE,CELIBATAIRE,61,NEUTRE
4989,Hela Ayari,client4989@mail.tn,+21663740120,1983-05-02,"130 Rue 10, Nabeul",STAR-004989,SANTE,2023,1782.91,MEDECIN,MARIE,55,NEUTRE
4990,Youssef Tlili,client4990@mail.tn,+21668892328,1991-04-04,"155 Rue 42, Ben Arous",STAR-004990,SANTE,2009,2413.86,CHAUFFEUR,VEUF,69,NEUTRE
4991,Amine Saidi,client4991@mail.tn,+21697203355,1989-06-17,"186 Rue 22, Tunis",STAR-004991,RC,2022,390.97,COMMERCANT,DIVORCE,2,NEGATIF
4992,Omar Laabidi,client4992@mail.tn,+21664628747,1979-08-02,"49 Rue 45, Ariana",STAR-004992,VOYAGE,2020,505.45,MEDECIN,VEUF,38,NEGATIF
4993,Maher Nasri,client4993@mail.tn,+21661593841,1982-07-27,"135 Rue 5, Sousse",STAR-004993,HABITATION,2018,3046.08,INGENIEUR,CELIBATAIRE,93,POSITIF
4994,Youssef Khelil,client4994@mail.tn,+21668427395,1996-05-02,"164 Rue 41, Ariana",STAR-004994,AUTO,2018,724.63,AUTRE,VEUF,39,NEGATIF
4995,Rami Elloumi,client4995@mail.tn,+21663361592,1995-05-11,"163 Rue 34, Manouba",STAR-004995,VOYAGE,2021,490.58,RETRAITE,VEUF,16,NEGATIF
4996,Aymen Hamdi,client4996@mail.tn,+21695183604,2005-12-04,"72 Rue 29, Hammam-Lif",STAR-004996,HABITATION,2022,2629.66,AUTRE,VEUF,54,NEUTRE
4997,Rami Ouali,client4997@mail.tn,+21698921229,1984-04-17,"115 Rue 1, Sousse",STAR-004997,HABITATION,2024,3684.4,CHAUFFEUR,CELIBATAIRE,61,NEUTRE
4998,Wafa Bouaziz,client4998@mail.tn,+21694561082,1975-01-18,"116 Rue 29, Tunis",STAR-004998,VOYAGE,2018,688.82,RETRAITE,DIVORCE,30,NEGATIF
4999,Sabrine Jebali,client4999@mail.tn,+21666779299,2003-01-24,"63 Rue 10, Hammam-Lif",STAR-004999,VIE,2013,3185.05,INGENIEUR,VEUF,77,POSITIF
5000,Asma Mansour,client5000@mail.tn,+21694175576,1968-02-09,"168 Rue 41, Ben Arous",STAR-005000,VIE,2002,5311.59,CHAUFFEUR,CELIBATAIRE,100,POSITIF
5001,Wissem Fehri,client5001@mail.tn,+21666555523,1967-11-21,"173 Rue 21, Zaghouan",STAR-005001,HABITATION,2018,4492.24,CHAUFFEUR,VEUF,77,POSITIF
5002,Fethi Ayari,client5002@mail.tn,+21697891821,1960-03-21,"180 Rue 48, Hammam-Lif",STAR-005002,AUTO,2020,547.44,CHAUFFEUR,MARIE,37,NEGATIF
5003,Youssef Zouari,client5003@mail.tn,+21691201654,1999-03-02,"185 Rue 39, Zaghouan",STAR-005003,RC,2009,584.55,INGENIEUR,DIVORCE,45,NEUTRE
5004,Slim Sfar,client5004@mail.tn,+21665204430,1990-03-16,"79 Rue 24, Ben Arous",STAR-005004,AUTO,2003,1231.51,COMMERCANT,DIVORCE,80,POSITIF
5005,Olfa Ben Ali,client5005@mail.tn,+21699733981,1983-04-14,"83 Rue 17, Mateur",STAR-005005,RC,2013,479.83,RETRAITE,MARIE,31,NEGATIF
5006,Salma Mrabet,client5006@mail.tn,+21695750585,1966-08-23,"149 Rue 12, Sousse",STAR-005006,SANTE,2018,1036.6,COMMERCANT,CELIBATAIRE,67,NEUTRE
5007,Leila Hamdi,client5007@mail.tn,+21697616328,1994-05-09,"77 Rue 16, Manouba",STAR-005007,SANTE,2014,778.2,INGENIEUR,CELIBATAIRE,55,NEUTRE
5008,Wafa Fehri,client5008@mail.tn,+21697134914,2000-01-01,"172 Rue 42, Mateur",STAR-005008,RC,2023,644.3,MEDECIN,VEUF,10,NEGATIF
5009,Rami Ouali,client5009@mail.tn,+21691485661,1961-08-03,"122 Rue 25, Hammam-Lif",STAR-005009,AUTO,2001,837.89,RETRAITE,DIVORCE,87,POSITIF
5010,Asma Ayari,client5010@mail.tn,+21662009361,1971-11-10,"161 Rue 19, Mateur",STAR-005010,SANTE,2001,899.97,INGENIEUR,MARIE,97,POSITIF
5011,Yosra Sfar,client5011@mail.tn,+21668617414,2001-09-06,"117 Rue 21, Zaghouan",STAR-005011,SANTE,2012,743.93,ETUDIANT,MARIE,35,NEGATIF
5012,Chiraz Gharbi,client5012@mail.tn,+21694356181,1970-02-15,"129 Rue 5, Bizerte",STAR-005012,HABITATION,2013,1035.7,AUTRE,VEUF,85,POSITIF
5013,Aymen Mansour,client5013@mail.tn,+21662588117,1985-04-23,"109 Rue 16, Sousse",STAR-005013,VIE,2013,7932.9,RETRAITE,DIVORCE,100,POSITIF
5014,Walid Abidi,client5014@mail.tn,+21695288516,1998-12-14,"29 Rue 43, Ben Arous",STAR-005014,VOYAGE,2014,428.64,CHAUFFEUR,VEUF,37,NEGATIF
5015,Mehdi Zouari,client5015@mail.tn,+21668144308,1989-07-06,"126 Rue 4, Mateur",STAR-005015,VIE,2001,3041.78,CHAUFFEUR,VEUF,90,POSITIF
5016,Salma Gargouri,client5016@mail.tn,+21664727906,1965-12-14,"66 Rue 43, Tunis",STAR-005016,VOYAGE,2003,236.32,MEDECIN,VEUF,54,NEUTRE
5017,Afef Dridi,client5017@mail.tn,+21665988366,1969-03-17,"131 Rue 1, La Marsa",STAR-005017,RC,2021,828.79,CHAUFFEUR,VEUF,13,NEGATIF
5018,Nour Boughanmi,client5018@mail.tn,+21668442587,1996-07-16,"18 Rue 40, Ariana",STAR-005018,AUTO,2013,1261.16,COMMERCANT,VEUF,67,NEUTRE
5019,Wafa Trabelsi,client5019@mail.tn,+21698422546,1975-10-28,"60 Rue 35, Bizerte",STAR-005019,VIE,2015,7487.75,MEDECIN,MARIE,100,POSITIF
5020,Lilia Ben Ali,client5020@mail.tn,+21669217550,1981-04-01,"10 Rue 7, Mateur",STAR-005020,HABITATION,2006,4696.63,INGENIEUR,VEUF,100,POSITIF
5021,Rami Mansour,client5021@mail.tn,+21669484757,1965-11-18,"62 Rue 11, Tunis",STAR-005021,VIE,2017,5146.24,CHAUFFEUR,VEUF,84,POSITIF
5022,Bilel Ouali,client5022@mail.tn,+21696088744,1962-05-07,"199 Rue 47, Nabeul",STAR-005022,SANTE,2011,1242.54,AUTRE,VEUF,71,POSITIF
5023,Maher Jebali,client5023@mail.tn,+21698579256,1996-03-16,"113 Rue 24, Manouba",STAR-005023,VOYAGE,2008,693.73,RETRAITE,CELIBATAIRE,55,NEUTRE
5024,Ridha Mrabet,client5024@mail.tn,+21699121840,1989-11-26,"97 Rue 30, Hammam-Lif",STAR-005024,RC,2018,258.16,CHAUFFEUR,DIVORCE,18,NEGATIF
5025,Sirine Rekik,client5025@mail.tn,+21661886901,1990-02-23,"142 Rue 30, Tunis",STAR-005025,RC,2010,620.46,EMPLOYE,VEUF,22,NEGATIF
5026,Fares Chaabane,client5026@mail.tn,+21695616507,1973-11-15,"142 Rue 7, Sousse",STAR-005026,SANTE,2010,763.89,CHAUFFEUR,DIVORCE,57,NEUTRE
5027,Mariem Fehri,client5027@mail.tn,+21664402161,1980-06-10,"70 Rue 41, Bizerte",STAR-005027,AUTO,2020,1416.84,AUTRE,CELIBATAIRE,64,NEUTRE
5028,Radhia Saidi,client5028@mail.tn,+21667394508,2002-01-03,"124 Rue 40, Monastir",STAR-005028,VOYAGE,2016,644.33,CHAUFFEUR,CELIBATAIRE,12,NEGATIF
5029,Salma Sfar,client5029@mail.tn,+21666809368,1960-07-14,"135 Rue 26, Ariana",STAR-005029,RC,2002,284.48,COMMERCANT,DIVORCE,48,NEUTRE
5030,Bilel Sfar,client5030@mail.tn,+21669112859,1983-06-18,"103 Rue 42, Nabeul",STAR-005030,RC,2017,761.06,ETUDIANT,MARIE,12,NEGATIF
5031,Salma Ayari,client5031@mail.tn,+21694925387,2000-02-07,"9 Rue 2, Ben Arous",STAR-005031,SANTE,2017,642.51,MEDECIN,CELIBATAIRE,51,NEUTRE
5032,Nadia Saidi,client5032@mail.tn,+21692087703,1975-07-19,"135 Rue 29, Hammam-Lif",STAR-005032,VIE,2000,7678.6,INFORMATICIEN,VEUF,100,POSITIF
5033,Samir Ouali,client5033@mail.tn,+21669077773,1972-11-01,"24 Rue 27, Ariana",STAR-005033,VIE,2019,5791.42,EMPLOYE,VEUF,88,POSITIF
5034,Omar Sfar,client5034@mail.tn,+21694123589,1972-06-16,"116 Rue 6, Ben Arous",STAR-005034,VIE,2019,1707.31,INGENIEUR,DIVORCE,93,POSITIF
5035,Ahmed Haddad,client5035@mail.tn,+21694141393,1980-11-12,"149 Rue 1, Ben Arous",STAR-005035,RC,2003,656.85,RETRAITE,VEUF,34,NEGATIF
5036,Nour Khalsi,client5036@mail.tn,+21662405329,1968-06-12,"44 Rue 44, La Marsa",STAR-005036,VIE,2006,3221.13,INGENIEUR,DIVORCE,100,POSITIF
5037,Wissem Zouari,client5037@mail.tn,+21695007814,1972-01-05,"5 Rue 14, Zaghouan",STAR-005037,VOYAGE,2020,457.68,INGENIEUR,CELIBATAIRE,50,NEUTRE
5038,Youssef Bouaziz,client5038@mail.tn,+21669615233,1987-12-19,"128 Rue 42, Bizerte",STAR-005038,RC,2020,823.59,AUTRE,DIVORCE,37,NEGATIF
5039,Omar Trabelsi,client5039@mail.tn,+21664457553,1988-11-24,"98 Rue 31, Nabeul",STAR-005039,HABITATION,2023,1053.35,RETRAITE,VEUF,64,NEUTRE
5040,Nizar Dridi,client5040@mail.tn,+21691770045,1975-06-22,"18 Rue 44, Mateur",STAR-005040,SANTE,2007,1829.62,AUTRE,MARIE,79,POSITIF
5041,Sami Bardi,client5041@mail.tn,+21667275258,1965-04-13,"81 Rue 4, Tunis",STAR-005041,AUTO,2010,1169.29,ETUDIANT,VEUF,58,NEUTRE
5042,Mounir Khelil,client5042@mail.tn,+21663818163,1985-04-26,"175 Rue 29, Ariana",STAR-005042,VIE,2015,5791.8,RETRAITE,DIVORCE,100,POSITIF
5043,Afef Rekik,client5043@mail.tn,+21663191097,1960-04-09,"61 Rue 12, Manouba",STAR-005043,VIE,2013,5726.29,ETUDIANT,CELIBATAIRE,93,POSITIF
5044,Nour Hajlaoui,client5044@mail.tn,+21662170099,1989-01-05,"184 Rue 32, La Marsa",STAR-005044,AUTO,2023,1366.8,ETUDIANT,MARIE,44,NEUTRE
5045,Skander Ayari,client5045@mail.tn,+21695607474,1996-04-20,"108 Rue 30, Ariana",STAR-005045,VIE,2008,7015.43,ETUDIANT,VEUF,100,POSITIF
5046,Emna Hajlaoui,client5046@mail.tn,+21663796405,2002-02-25,"38 Rue 36, La Marsa",STAR-005046,SANTE,2001,753.73,INGENIEUR,CELIBATAIRE,64,NEUTRE
5047,Sami Nasri,client5047@mail.tn,+21697297852,1973-04-05,"13 Rue 19, Hammam-Lif",STAR-005047,RC,2007,739.43,ETUDIANT,MARIE,39,NEGATIF
5048,Sami Trabelsi,client5048@mail.tn,+21668600240,1968-10-07,"47 Rue 2, Hammam-Lif",STAR-005048,VIE,2010,1511.34,RETRAITE,VEUF,83,POSITIF
5049,Nour Chaabane,client5049@mail.tn,+21694738140,1961-12-06,"111 Rue 1, Ben Arous",STAR-005049,VOYAGE,2019,378.6,INGENIEUR,MARIE,56,NEUTRE
5050,Amine Rekik,client5050@mail.tn,+21669187608,1993-08-10,"91 Rue 40, Monastir",STAR-005050,VOYAGE,2007,315.5,ETUDIANT,DIVORCE,47,NEUTRE
5051,Mariem Ben Ali,client5051@mail.tn,+21697471735,1962-12-19,"118 Rue 43, Sousse",STAR-005051,SANTE,2007,1516.69,CHAUFFEUR,DIVORCE,76,POSITIF
5052,Chiraz Fehri,client5052@mail.tn,+21696202367,1995-09-03,"60 Rue 32, Tunis",STAR-005052,AUTO,2003,1917.84,MEDECIN,CELIBATAIRE,86,POSITIF
5053,Samir Zouari,client5053@mail.tn,+21697172919,1975-02-27,"144 Rue 20, Zaghouan",STAR-005053,VOYAGE,2007,214.51,INFORMATICIEN,VEUF,52,NEUTRE
5054,Aymen Dridi,client5054@mail.tn,+21664720228,1989-02-17,"138 Rue 45, Tunis",STAR-005054,HABITATION,2024,2022.37,CHAUFFEUR,DIVORCE,65,NEUTRE
5055,Karim Abidi,client5055@mail.tn,+21697172171,1969-02-05,"142 Rue 45, Bizerte",STAR-005055,RC,2009,234.2,EMPLOYE,VEUF,35,NEGATIF
5056,Hajer Bardi,client5056@mail.tn,+21699669883,1976-09-16,"62 Rue 40, Tunis",STAR-005056,RC,2004,331.81,EMPLOYE,VEUF,40,NEUTRE
5057,Rania Khalsi,client5057@mail.tn,+21692164814,2002-06-20,"139 Rue 45, La Marsa",STAR-005057,VOYAGE,2023,204.39,EMPLOYE,VEUF,0,NEGATIF
5058,Walid Ouali,client5058@mail.tn,+21667904654,1973-11-23,"198 Rue 12, Nabeul",STAR-005058,SANTE,2004,2665.32,MEDECIN,DIVORCE,100,POSITIF
5059,Rami Bouaziz,client5059@mail.tn,+21664115063,2002-08-05,"119 Rue 18, Sousse",STAR-005059,AUTO,2011,940.82,EMPLOYE,VEUF,53,NEUTRE
5060,Amira Haddad,client5060@mail.tn,+21695814468,1997-10-09,"103 Rue 4, Monastir",STAR-005060,VOYAGE,2014,388.94,INGENIEUR,DIVORCE,53,NEUTRE
5061,Leila Ben Ali,client5061@mail.tn,+21661916123,1987-12-23,"8 Rue 10, Nabeul",STAR-005061,SANTE,2019,1337.58,EMPLOYE,CELIBATAIRE,71,POSITIF
5062,Mehdi Mzoughi,client5062@mail.tn,+21699528533,1964-02-01,"50 Rue 10, Mateur",STAR-005062,SANTE,2016,2862.0,ETUDIANT,CELIBATAIRE,73,POSITIF
5063,Hajer Elloumi,client5063@mail.tn,+21666519166,1961-01-25,"163 Rue 39, Ben Arous",STAR-005063,HABITATION,2003,3142.04,MEDECIN,DIVORCE,100,POSITIF
5064,Sarra Mansour,client5064@mail.tn,+21664040001,1971-05-23,"197 Rue 40, Nabeul",STAR-005064,AUTO,2019,1942.26,COMMERCANT,MARIE,62,NEUTRE
5065,Tarek Mrabet,client5065@mail.tn,+21697821056,1999-06-27,"133 Rue 10, Manouba",STAR-005065,AUTO,2017,1500.09,COMMERCANT,VEUF,53,NEUTRE
5066,Amel Laabidi,client5066@mail.tn,+21699881787,1989-07-23,"116 Rue 36, Monastir",STAR-005066,VOYAGE,2021,492.39,RETRAITE,VEUF,28,NEGATIF
5067,Amel Mzoughi,client5067@mail.tn,+21691303372,1967-02-25,"133 Rue 8, Zaghouan",STAR-005067,HABITATION,2015,3481.54,CHAUFFEUR,DIVORCE,90,POSITIF
5068,Sirine Turki,client5068@mail.tn,+21667465991,1990-11-18,"199 Rue 29, Mateur",STAR-005068,SANTE,2014,1228.12,CHAUFFEUR,VEUF,57,NEUTRE
5069,Bilel Chebbi,client5069@mail.tn,+21663954625,1964-06-22,"178 Rue 26, Manouba",STAR-005069,VIE,2012,5500.66,MEDECIN,MARIE,100,POSITIF
5070,Fethi Trabelsi,client5070@mail.tn,+21693399936,1990-05-21,"190 Rue 18, Sousse",STAR-005070,HABITATION,2010,4951.71,INFORMATICIEN,VEUF,94,POSITIF
5071,Amel Hamdi,client5071@mail.tn,+21665282056,1968-04-22,"21 Rue 23, Sousse",STAR-005071,RC,2021,399.89,EMPLOYE,DIVORCE,23,NEGATIF
5072,Nesrine Khelil,client5072@mail.tn,+21693129831,1976-04-10,"135 Rue 47, Tunis",STAR-005072,AUTO,2004,1266.99,ENSEIGNANT,MARIE,88,POSITIF
5073,Rami Mansour,client5073@mail.tn,+21694149602,1963-04-09,"159 Rue 50, Mateur",STAR-005073,VIE,2011,6543.37,INFORMATICIEN,DIVORCE,100,POSITIF
5074,Hajer Nasri,client5074@mail.tn,+21692246815,1969-09-08,"3 Rue 29, Nabeul",STAR-005074,VOYAGE,2004,615.82,AUTRE,MARIE,67,NEUTRE
5075,Emna Gargouri,client5075@mail.tn,+21664056613,1985-05-05,"12 Rue 16, Hammam-Lif",STAR-005075,AUTO,2019,1033.06,EMPLOYE,VEUF,51,NEUTRE
5076,Nizar Mansour,client5076@mail.tn,+21663728057,1989-11-15,"27 Rue 30, Hammam-Lif",STAR-005076,HABITATION,2024,4867.03,CHAUFFEUR,MARIE,65,NEUTRE
5077,Amel Bardi,client5077@mail.tn,+21693624356,1960-10-01,"10 Rue 37, Sousse",STAR-005077,RC,2015,311.5,EMPLOYE,VEUF,33,NEGATIF
5078,Chiraz Boughanmi,client5078@mail.tn,+21669773325,2001-10-09,"194 Rue 39, Sfax",STAR-005078,AUTO,2011,1987.74,CHAUFFEUR,MARIE,59,NEUTRE
5079,Nesrine Ayari,client5079@mail.tn,+21667473833,1982-11-13,"143 Rue 35, Nabeul",STAR-005079,VIE,2011,6996.0,COMMERCANT,CELIBATAIRE,100,POSITIF
5080,Radhia Trabelsi,client5080@mail.tn,+21699184119,1978-06-13,"90 Rue 15, Ben Arous",STAR-005080,HABITATION,2024,2548.59,COMMERCANT,CELIBATAIRE,69,NEUTRE
5081,Emna Mrabet,client5081@mail.tn,+21665847244,1995-11-26,"52 Rue 46, Zaghouan",STAR-005081,RC,2015,570.01,EMPLOYE,MARIE,40,NEUTRE
5082,Omar Khalsi,client5082@mail.tn,+21669866930,1975-02-03,"74 Rue 21, Zaghouan",STAR-005082,VIE,2015,2418.93,ETUDIANT,VEUF,80,POSITIF
5083,Mounir Trabelsi,client5083@mail.tn,+21692939932,1977-10-16,"54 Rue 15, Zaghouan",STAR-005083,HABITATION,2000,3854.24,INGENIEUR,MARIE,100,POSITIF
5084,Sarra Elloumi,client5084@mail.tn,+21694519430,1981-12-01,"110 Rue 17, Mateur",STAR-005084,AUTO,2012,1385.74,AUTRE,MARIE,71,POSITIF
5085,Aymen Sfar,client5085@mail.tn,+21666775350,1990-08-14,"190 Rue 10, La Marsa",STAR-005085,VIE,2009,5715.9,ETUDIANT,VEUF,93,POSITIF
5086,Nour Chebbi,client5086@mail.tn,+21662253434,1973-06-16,"114 Rue 20, Sfax",STAR-005086,VOYAGE,2017,219.15,RETRAITE,DIVORCE,42,NEUTRE
5087,Skander Hajlaoui,client5087@mail.tn,+21665115883,1994-03-11,"38 Rue 26, Ariana",STAR-005087,HABITATION,2023,3595.2,INGENIEUR,DIVORCE,72,POSITIF
5088,Ridha Ouali,client5088@mail.tn,+21691173042,1966-08-16,"54 Rue 35, Mateur",STAR-005088,HABITATION,2018,3402.53,ETUDIANT,DIVORCE,69,NEUTRE
5089,Sirine Hamdi,client5089@mail.tn,+21665409807,1960-06-20,"104 Rue 8, Manouba",STAR-005089,VIE,2024,6293.49,ENSEIGNANT,MARIE,94,POSITIF
5090,Nadia Tlili,client5090@mail.tn,+21662805164,1967-11-14,"28 Rue 4, Mateur",STAR-005090,HABITATION,2007,1237.54,INGENIEUR,CELIBATAIRE,95,POSITIF
5091,Amine Hajlaoui,client5091@mail.tn,+21694686912,1998-03-04,"160 Rue 13, Manouba",STAR-005091,VIE,2011,3981.95,ETUDIANT,DIVORCE,90,POSITIF
5092,Hela Fehri,client5092@mail.tn,+21699721216,1985-10-01,"110 Rue 3, La Marsa",STAR-005092,VIE,2020,7986.43,EMPLOYE,MARIE,97,POSITIF
5093,Zied Gharbi,client5093@mail.tn,+21693280146,2003-04-18,"118 Rue 21, Monastir",STAR-005093,VIE,2005,6096.52,INGENIEUR,DIVORCE,100,POSITIF
5094,Yosra Boughanmi,client5094@mail.tn,+21668403573,1981-10-05,"12 Rue 27, Sousse",STAR-005094,VIE,2020,3560.37,EMPLOYE,VEUF,84,POSITIF
5095,Asma Bouaziz,client5095@mail.tn,+21661661178,1989-09-26,"54 Rue 39, Ben Arous",STAR-005095,HABITATION,2006,2886.21,ETUDIANT,DIVORCE,94,POSITIF
5096,Yosra Laabidi,client5096@mail.tn,+21695066680,1973-03-20,"113 Rue 20, Ariana",STAR-005096,VOYAGE,2018,413.67,RETRAITE,VEUF,47,NEUTRE
5097,Wafa Trabelsi,client5097@mail.tn,+21666012840,1987-12-03,"1 Rue 14, Tunis",STAR-005097,HABITATION,2023,3803.84,AUTRE,DIVORCE,73,POSITIF
5098,Amine Turki,client5098@mail.tn,+21694523131,1995-09-01,"3 Rue 49, Tunis",STAR-005098,RC,2006,447.48,EMPLOYE,DIVORCE,43,NEUTRE
5099,Salma Dridi,client5099@mail.tn,+21662060908,1979-12-18,"85 Rue 26, Ariana",STAR-005099,VOYAGE,2017,526.33,MEDECIN,CELIBATAIRE,35,NEGATIF
5100,Nadia Zouari,client5100@mail.tn,+21697449180,1973-08-13,"92 Rue 31, Mateur",STAR-005100,RC,2016,268.63,INGENIEUR,CELIBATAIRE,44,NEUTRE
5101,Yosra Khalsi,client5101@mail.tn,+21664082743,2001-06-05,"176 Rue 28, Mateur",STAR-005101,VOYAGE,2013,537.12,INFORMATICIEN,CELIBATAIRE,31,NEGATIF
5102,Hajer Trabelsi,client5102@mail.tn,+21669538704,1976-12-26,"81 Rue 47, La Marsa",STAR-005102,VIE,2000,5888.71,EMPLOYE,CELIBATAIRE,100,POSITIF
5103,Mariem Ayari,client5103@mail.tn,+21693645467,1977-05-26,"47 Rue 21, Hammam-Lif",STAR-005103,VOYAGE,2009,448.15,INGENIEUR,DIVORCE,51,NEUTRE
5104,Maher Bardi,client5104@mail.tn,+21696809608,1997-06-05,"13 Rue 28, Sfax",STAR-005104,HABITATION,2007,4056.08,RETRAITE,CELIBATAIRE,100,POSITIF
5105,Omar Boughanmi,client5105@mail.tn,+21698743298,1962-12-15,"188 Rue 41, Sousse",STAR-005105,AUTO,2001,937.9,EMPLOYE,CELIBATAIRE,83,POSITIF
5106,Khaled Zouari,client5106@mail.tn,+21699460984,1978-02-26,"5 Rue 12, Mateur",STAR-005106,VOYAGE,2004,454.88,MEDECIN,CELIBATAIRE,60,NEUTRE
5107,Afef Sfar,client5107@mail.tn,+21667598168,1988-04-20,"140 Rue 23, Tunis",STAR-005107,AUTO,2008,1368.9,CHAUFFEUR,VEUF,67,NEUTRE
5108,Skander Mejri,client5108@mail.tn,+21663041031,1997-10-04,"147 Rue 24, Monastir",STAR-005108,VOYAGE,2024,579.52,INGENIEUR,DIVORCE,30,NEGATIF
5109,Rania Ben Ali,client5109@mail.tn,+21691805608,1990-01-08,"50 Rue 25, Manouba",STAR-005109,SANTE,2019,2285.45,RETRAITE,CELIBATAIRE,76,POSITIF
5110,Rami Ayari,client5110@mail.tn,+21691282975,1990-08-07,"78 Rue 18, Ben Arous",STAR-005110,SANTE,2017,1279.05,EMPLOYE,MARIE,75,POSITIF
5111,Nour Hamdi,client5111@mail.tn,+21696436378,1994-05-10,"83 Rue 34, Mateur",STAR-005111,RC,2001,598.45,CHAUFFEUR,DIVORCE,38,NEGATIF
5112,Sirine Khelil,client5112@mail.tn,+21667131372,1973-01-06,"63 Rue 41, Mateur",STAR-005112,AUTO,2000,1784.29,INGENIEUR,VEUF,88,POSITIF
5113,Sami Fehri,client5113@mail.tn,+21694838554,1960-02-14,"16 Rue 46, Hammam-Lif",STAR-005113,VOYAGE,2021,686.18,AUTRE,DIVORCE,30,NEGATIF
5114,Tarek Mansour,client5114@mail.tn,+21695846734,1999-09-13,"182 Rue 45, Sousse",STAR-005114,VOYAGE,2010,452.88,EMPLOYE,MARIE,39,NEGATIF
5115,Amel Fehri,client5115@mail.tn,+21692335311,1994-02-19,"91 Rue 11, Sfax",STAR-005115,VIE,2005,2836.49,ETUDIANT,VEUF,91,POSITIF
5116,Fares Gargouri,client5116@mail.tn,+21697717366,1998-09-23,"180 Rue 3, Hammam-Lif",STAR-005116,SANTE,2000,1953.83,MEDECIN,VEUF,77,POSITIF
5117,Youssef Sfar,client5117@mail.tn,+21693984055,1962-02-15,"140 Rue 42, Mateur",STAR-005117,SANTE,2002,1399.33,AUTRE,DIVORCE,78,POSITIF
5118,Ridha Khalsi,client5118@mail.tn,+21661858604,1986-01-23,"193 Rue 41, Zaghouan",STAR-005118,VOYAGE,2015,520.63,ETUDIANT,VEUF,21,NEGATIF
5119,Leila Ouali,client5119@mail.tn,+21693664447,1980-03-16,"25 Rue 11, Zaghouan",STAR-005119,AUTO,2017,1324.21,INGENIEUR,MARIE,73,POSITIF
5120,Zied Jebali,client5120@mail.tn,+21662183133,1992-12-20,"175 Rue 19, Sousse",STAR-005120,HABITATION,2000,2795.77,EMPLOYE,VEUF,92,POSITIF
5121,Emna Chebbi,client5121@mail.tn,+21666330830,1965-04-16,"122 Rue 34, La Marsa",STAR-005121,RC,2000,370.57,RETRAITE,DIVORCE,51,NEUTRE
5122,Samir Saidi,client5122@mail.tn,+21666285073,2000-08-21,"26 Rue 44, La Marsa",STAR-005122,VOYAGE,2007,321.03,INFORMATICIEN,MARIE,57,NEUTRE
5123,Hela Trabelsi,client5123@mail.tn,+21666935844,1986-03-02,"163 Rue 26, Ben Arous",STAR-005123,HABITATION,2004,3686.01,AUTRE,DIVORCE,88,POSITIF
5124,Fethi Dridi,client5124@mail.tn,+21691223931,1972-11-22,"107 Rue 50, Mateur",STAR-005124,VIE,2000,2927.25,CHAUFFEUR,MARIE,99,POSITIF
5125,Sirine Elloumi,client5125@mail.tn,+21694748490,1978-06-26,"82 Rue 29, Ben Arous",STAR-005125,AUTO,2006,1289.1,MEDECIN,VEUF,82,POSITIF
